date,district_city,headline,source,url,polarity,sentiment_label,confidence,crime_intensity,crime_types,crime_type,trend_label,trend_score,method,source_class,year
2024-07-04,Other / Statewide,தமிழ்நாடு: சாதி ஆணவக் கொலைகளை தற்போதைய சட்டங்களால் தடுக்க முடியாதது ஏன்? - BBC,BBC,https://news.google.com/rss/articles/CBMiW0FVX3lxTE1MbUE4VEJIV3VHNTlzUk15bWZEMkpTZ2FBSWZvNzBjMEp3NGkxT0RlWnRuQ0UxWjUxcTlMdWVoQUlFYVRKRlN0aVozd09BcTJ3c1Jvek5mSWw0MFHSAWBBVV95cUxPVnZPMFo3eEVZRldyWm9iN1FxTHEybFhhdDFXM2ZXeU1tZ3JGZFZlM1l3V2VqZVhuVVF2UGdCRDIzMmNWdHA2RmRVejBqbldHMWtZTEw0TDdDWS11cldJOWg?oc=5,-0.7557,negative,0.756,6,rape or sexual assault,rape or sexual assault,isolated incident,0.2543,sentiment + crime_type + trend,news_media,2024
2024-10-03,Other / Statewide,"தமிழ்நாடு: சிறுமிக்கு பாலியல் வன்கொடுமை, சிபிஐ விசாரணைக்கு நீதிபதிகள் உத்தரவு - காவல் நிலையத்தில் என்ன நடந்தது? - BBC",BBC,https://news.google.com/rss/articles/CBMiW0FVX3lxTE1EdEl5b3kwbTF4NXEtUTA4cFpNZjVfV2dyWEJBOVhxcjN5bWQtUk12QjFFT0g3Vl9nZU1mUV9FQkxBcXdLTUJkMjZDRnBRNkc4bzk5WElnUGZZMGPSAWBBVV95cUxPcmF1UDV3Uy1CYWN5Wkw5VUlWcUgzYV9ISHRPY2tnNVpnZUltUFJWdmo1U2R5NkJhN0tFRE5aRWIwYzRfdDJTd1ZIRjZDeFI0OWlYX2ZuUW8xTG0wOFdfQzM?oc=5,-0.5999,negative,0.6,5,rape or sexual assault,rape or sexual assault,public safety concern,0.2409,sentiment + crime_type + trend,news_media,2024
2024-04-25,Other / Statewide,தமிழ்நாடு: சாதி ஆணவக் கொலை செய்யப்பட்டவர்களின் வாழ்க்கைத் துணைவர்கள் என்ன ஆகிறார்கள்? - BBC,BBC,https://news.google.com/rss/articles/CBMiW0FVX3lxTE9BX3VHM0tMRWE3XzF3QnVMZGp5ay1iU3ZKdXdxV1ZiOXNHeW1zX0prYUxqeS1pcjFZd3pWQzVUUUdaQkFYUnhXVjVaMkF6Rk1tRURReUxBaVlGYTTSAWBBVV95cUxQemNBenlpWVZNTThhaTFKbG9rcWVOMnFFU3FsTHhEdmMxNFpTWjB1dHlWUk51cDJEd2k3N1ZnSnNheVV4QW1zN1FSXzZzSUJ4UEV4cnkwTk1UdXhwVnpTSWw?oc=5,-0.9041,negative,0.904,7,homicide or murder,homicide or murder,isolated incident,0.2453,sentiment + crime_type + trend,news_media,2024
2024-11-17,Other / Statewide,"கோடநாடு கொலை, கொள்ளை வழக்கு: 7 ஆண்டுகளாக நீடிக்கும் விசாரணையில் இதுவரை கிடைத்தது என்ன? - BBC",BBC,https://news.google.com/rss/articles/CBMiW0FVX3lxTE91T2wyMEdqWG1jZ1k4QlpQSTdKTEt1LUpwXzFBZmR5ZVM3NEJENFN1ZGtMdHA2SGxHczBkaHhwekdiY01WUUhwdkVlcHhZYVRHbWJyTDNzT2ZrZWs?oc=5,-0.6101,negative,0.61,5,rape or sexual assault,rape or sexual assault,public safety concern,0.2536,sentiment + crime_type + trend,news_media,2024
2024-07-06,Other / Statewide,தமிழ்நாடு: பகுஜன் சமாஜ் மாநிலத் தலைவர் ஆம்ஸ்ட்ராங் படுகொலை - இதுவரை நடந்தது என்ன? - BBC,BBC,https://news.google.com/rss/articles/CBMiW0FVX3lxTE9UVkd1WkNQdWxobm9IbEdOSkhvcGJLcmdJSFRsVWJJbVlEME95OXl6TDNzYVVGWlpVTzBQc0JmQzVlVERhU05nQnROeV9SOUhzVzBLX0NHYmtOUUXSAWBBVV95cUxNV3ZSNG5mUWJIUmhjZF9KWDZHdlVZdzN0RjNKbzkxTzlLdDF2N1BqWDRKYVVXTUQ3OE1MMnVkZWNBUktrSUpyT1hWVm95V3ZUbnltM3BiM1VLX2ZIakktREE?oc=5,-0.783,negative,0.783,6,rape or sexual assault,rape or sexual assault,isolated incident,0.2359,sentiment + crime_type + trend,news_media,2024
2024-02-26,Other / Statewide,இலங்கை கடற்படை கைது செய்யும் மீனவர்களை தண்டிக்க புதிய நடைமுறை - தமிழ்நாடு மீனவர்களுக்கு என்ன பிரச்னை? - BBC,BBC,https://news.google.com/rss/articles/CBMiW0FVX3lxTE1RSlo0UktFeDBJdW1zZXE2alNYWFZPNS04MnoxYVl2eEE2S3RMMzVUTE9CSDNCWFFReDk5eTVrVGlkeHdyZDU2MDBLREpfN1NpbHIzR1ctaEdzbGM?oc=5,-0.6835,negative,0.683,6,homicide or murder,homicide or murder,isolated incident,0.2464,sentiment + crime_type + trend,news_media,2024
2024-01-11,Other / Statewide,"தமிழ்நாடு - நவீன், ஐஸ்வர்யா: பட்டியல் சாதி இளைஞரை திருமணம் செய்த பெண்ணை புளியமரத்தில் தூக்கிட்டு கொலை செய்த பெற்றோர் - பிபிசி கள ஆ - BBC",BBC,https://news.google.com/rss/articles/CBMiW0FVX3lxTE4wbUFuQlZTLVp0b3J5dGFHUlpZTmpDWFlBUjRITm4ybGdzeFR2U2VTMnQwaTJzbzRLNDdMbFZ4V0lLem1jSlM2MlgyeDUwZXRleUxZZFJ1R240UTDSAWBBVV95cUxOcTJnQllRaUNZMl9WSE1ULUFJQkZaUWNLV05hOGRvREpEamUwZTRjdWNPZHpnNzZUR25FTG83RlhiajNXS1pxamhhMkJjbkdxbkpRdU5QY2ZxZXpoRkE0X3A?oc=5,0.6956,positive,0.696,6,rape or sexual assault,rape or sexual assault,public safety concern,0.2384,sentiment + crime_type + trend,news_media,2024
2026-06-23,Dinamalar,பூட்டி கிடந்த வீட்டில் ஒரு பொருள் கூட விட்டுவைக்காத திருடர்கள் இருவர் கைது - Dinamalar,Dinamalar,https://news.google.com/rss/articles/CBMi0wFBVV95cUxPLUVwUHJUUzhvRFdGMTRxYzhqNVRoQ0IybGJGcnRfdXpONzhKM1o1bzU0a2lhMXd3N0lDVWxTU2wzZnJJMTMwX3dBYzFWa19UY2pzSEFMR0h1RUh4Q1ZoSFcyUTM4c3d2UzNDdGR4cTljTlR1em9ra1h3b0ZGc3RsNC1GNnpVY0ctNW1VcXBPOW5mdmdnWmptblFQQkdoeTVTOFRHeGVudG9xWXVRWlBUbDVJSDA5aU5yZGR0bnE1ZEU2ckQ2bUJWNlQ2TmZZbFFqQXZz?oc=5,0.8643,positive,0.864,7,rape or sexual assault,rape or sexual assault,isolated incident,0.3021,sentiment + crime_type + trend,news_media,2026
2026-06-30,Daily,நூதன முறையில் 15 கிலோ வெளிநாட்டு தங்கம் கடத்தல்; பறிமுதல் செய்த ஆர்.ஐ. இயக்குநரகம் - Daily Thanthi,Daily Thanthi,https://news.google.com/rss/articles/CBMitAFBVV95cUxOUGpuM3poM0lnM210alB2LWxraG1wUEJlXzE2V0FwcFlXa0xFakFuS2lCSlduMVotQ0pMbXNmZGZKbU1PYXc0VVptM2xQUlNrSE0tRVRjWk5PSEJjdHhNRzR5eVdrQmFObzdqZXIzcVRvZm9rTTl4NWJOOG1VZm9zZUZmOFh3a3FMeE5mT2QwUnNKNWFhaElRUm13UnBEdzdhcDNWeE11Zk1ncXJETXFrV0tLT1XSAcIBQVVfeXFMTnpnTlB6cmJCa0Q4RzJaaHpxSzFuMlVOclYydmRrc1U2UDY0SEI3elhKLW5jLS1sZlJrZ1Qyb3ZPNExNTzFBVDFiR242MUNQTWUtUzJHbHdmZHM4azJRVDJkX3M3UmdPZ01Hdm41TXJIdkZGS0k3QmxSa1VNMC1mWkZkSG5yZjRzcHFIVHBMMGNnVmlSRTN3cmY5eTVTbHFESFR2RXZCSXd5M3dfN0JiTFljRVV1M09ycHl3YjhTVWQ3NWc?oc=5,0.5714,positive,0.571,5,rape or sexual assault,rape or sexual assault,isolated incident,0.2645,sentiment + crime_type + trend,news_media,2026
2026-07-04,Vikatan,9 வயது சிறுவன் கொலை... மௌனம் கலைத்த மற்ற சிறுவர்கள்! - ஒரு கிராமத்தையே உறையவைத்த கொடூரம்... - Vikatan,Vikatan,https://news.google.com/rss/articles/CBMihwFBVV95cUxPYWozc3NhbHBMNEdKM1FIVXY3ejBKaTkteU84aEhLWnFlVHk5LTdPMURlYjBJbUZuOGFIdFZXZXl4RjZFejE1WFRjQTFyaXFMQTl5LS1wUk1CUkkybmRYZ0dZQ1ktOHl2d1dNVTRIWFZ1dmdRM096TnBmOUZhdXFrbTZwZWtwak3SAZQBQVVfeXFMUDI2QTBMQVlSRzg3cGx2bm9PaVY5alpOeUpHTG5tMWdKcldFc1lnTGg0TEMwcE4yalU4RHkwR2ttZUFsZ2hBeHp2QmFnekVnVTZSMXVSeEdxQ1RTVjFfc2VGcGRtMmxVQ3JINi01cUNXZ0VhNlhJTHk2X2FPdnpKdWdSVXNJYnJIS0p1ZW5ycG5tWktfQw?oc=5,0.6669,positive,0.667,5,assault or violence,assault or violence,isolated incident,0.2572,sentiment + crime_type + trend,news_media,2026
2026-05-23,Dinamalar,﻿ 'நீட்' தேர்வு வினாத்தாள் கசிவு மேலும் ஒரு பேராசிரியை கைது - Dinamalar,Dinamalar,https://news.google.com/rss/articles/CBMitwFBVV95cUxQVHViNHVma3Q2enVPaWhzNnhDY0RTTWRYNWVTUHMxYmxTVElPYTZONWVrdnJTMGhsWHdTYTYwZEEyRXFEMElfTjBzNjhjbnJLSENmRk1ZWmZLQmd1VTg3Zjh0ZTlqWktKUmVzcGpYQkJTX1kxeGpRTXlyU1o4VTJZamFOVDRSSFFLNXlRazYzVF8tUW9QTVVUWGJEenpfMzJ2clEydTlDRXFwNDBRNWdIOGFiS3RsNmM?oc=5,0.8739,positive,0.874,7,rape or sexual assault,rape or sexual assault,isolated incident,0.3011,sentiment + crime_type + trend,news_media,2026
2026-05-15,Dinamalar,தலைநகர் டில்லியில் மீண்டும் ஒரு நிர்பயா சம்பவம்: ஓடும் பஸ்சில் 30 வயது பெண் பாலியல் பலாத்காரம் - Dinamalar,Dinamalar,https://news.google.com/rss/articles/CBMi2gFBVV95cUxPR19Qd2hidjBvc2h6VUNjZWYxM2JlRGJMazU1R1NLa2pUaWluQ1JxZTJQSWZGOU9rUTZnaXM3YmFKdTEwVEhITTcwR25DN2NyWDlWamJ3ZHFvazlKb0pCWWNjeUJhTUxtSkRDQXd4WXFfSkl0TGJ6WExjcmFYSDBjb0d3RHVRZERpY2JfWDdubFQ0RkZEbzc5M3RfSGJnWGIwZzhPeXMyN2xTUDlFMkFSbTNUZi1wWDl4NXpZcFh0THVfMjA4SlNjaWMtMUYyZ3dPZnB4UUw0aW5mUQ?oc=5,0.8243,positive,0.824,7,other crime,other crime,isolated incident,0.2703,sentiment + crime_type + trend,news_media,2026
2026-03-06,Dinamalar,﻿ நகை பறித்த இரு பெண்கள் ஒரு மணி நேரத்தில் கைது புதுச்சேரி போலீசாருக்கு பாராட்டு - Dinamalar,Dinamalar,https://news.google.com/rss/articles/CBMi1AFBVV95cUxQYkJFU21VNG5SSkNPOXZ2MWRsd2h2NHpDUWRGYjlvTU82WW5mMXRqSXlsSDFRcHB3U2gwQW1tUHV2bkp3RXJpLWE1U01WczhmT2xOZ2JTdExRYUVHZWFaTi01Z243aTZJajZ2NlVEVjgxbE0xa2dodUNXZ09wTng0aTJPS096X1FabWZ6dlV3bnFzX05jWkF1OEtxeHdBakJQOWh4S2VNcVpiQ0tubllqX1JsNk1HcmctUXR0ODdsWk9nNzBaaV81OTNkd3ItNW45SHoteg?oc=5,0.8298,positive,0.83,7,rape or sexual assault,rape or sexual assault,isolated incident,0.2847,sentiment + crime_type + trend,news_media,2026
2026-03-17,Other / Statewide,தூத்துக்குடி மாணவி கொலை: புகாரை பதிவு செய்யாமல் காவல்துறை ஒரு நாள் தாமதித்ததா? தந்தை தகவல் - BBC,BBC,https://news.google.com/rss/articles/CBMiW0FVX3lxTE1fRTlHWUNCSkV5cWlRenQ3eFNGYmZKNGk4Q3JBdmtVWGpkeXdsTTdOQVhuNTBkYm1JUnY3d3dGY3FtbG54U3N3SlNhRHlaM2lTNFR2cVNPRE9OeDg?oc=5,-0.7036,negative,0.704,6,assault or violence,assault or violence,isolated incident,0.2708,sentiment + crime_type + trend,news_media,2026
2026-04-29,Dinamalar,பாடகி ஸ்வாகதாவிற்கு பாலியல் தொல்லை: யார் அந்த இசையமைப்பாளர்? - Dinamalar,Dinamalar,https://news.google.com/rss/articles/CBMiVkFVX3lxTE0tWWtSOWJWWDFOLTZDeHByM1duQmVqWEtmNVg3SVRrVFBXSzZxV1N5THRQbVBGZXVhUmN4bEdxejNIcm9ORFVjcFhtWlJaN2EyNG9odzhB?oc=5,0.5787,positive,0.579,5,rape or sexual assault,rape or sexual assault,isolated incident,0.2774,sentiment + crime_type + trend,news_media,2026
2026-06-02,Vikatan,"கேரளம்: திருமணம் மீறிய உறவால் குழந்தை கொலை; நடனப் பெண், டிரைவர் பின்னணி குறித்த அதிர்ச்சித் தகவல் - Vikatan",Vikatan,https://news.google.com/rss/articles/CBMirwFBVV95cUxPbFhrdV9Dd1dWRnNRRWh1elpRR0RpWURVeXo2Mm1UdU1CWjN6MS0xd0dMaFFFLWpZZ3R6cXY0aHAzUjRuMHpZMGNIdXl1azU2UkxLcktMRTFsdUhPVDhwd0ctZFJRTmJXUHhJaFh6cTFaeF9nUkFWNkt5QUVGdkx1ZVM1Njl0NzVRVEVyaTJSWW4tN3liTXZpT2NWdVhGaF9veVU3R3YzNzhQc29uNVR30gG8AUFVX3lxTE8wbWd6QW9EUHBPSGRDWDFTMVhvWko3cHN5Q1BZUTZnUnlxd1hHczk2Q0lTNUNHaDFZckU3akw0cmZHWjBBOXZ4ZXVyS1pwNl92b3p2dUhiZ0R6anJUQVRVWUhNQjFoSXMwdHU0T2pBelR6QURQUzlQSU1nVHJ3T29fbC1GanItc0l0ZkdKSlBvOTdLWWRBX1RMNlZWVVpzM1B5RFBtN0hmTDlMaUtXWVZGRl8zN050U3pQclho?oc=5,0.7393,positive,0.739,6,homicide or murder,homicide or murder,isolated incident,0.277,sentiment + crime_type + trend,news_media,2026
2026-05-30,Dinamani,போதைப்பொருள் கடத்தல் படகு மீது அமெரிக்கா தாக்குதல்; 3 பேர் கொலை! - Dinamani,Dinamani,https://news.google.com/rss/articles/CBMijAFBVV95cUxPNXVSNEtPdjEtUUREWWl1SjRublNJWjVmNmoxY2hqYVNXdFk2ZEhuWjVfRTdzU19pNDVCamtGMnNGYWdpajdGS204R0hXRThWUGF2NHVyZVRQWE54d1haRzVRRTNDMUpHcUQzd1VkNk1UaEdmTGYxbUQ5VjRBaVNxUkNPUU1QMGd2d3VYedIBmgFBVV95cUxQT0ZtbGNoUmNKVzlPcUJaOG1WS1EtWGp0WjNJX05YRWNuaGZWZjRoYXI0a2plTUhYZDM2ajhac1REMUM4X3lLMHJzeXh6THF1RGxKeEUtRmRlX0E0MXFmcGdWMzAwNi1TZ0t6ZkI5YTV2RmlYQXJfdU9DQklfT2tCRFhJWXRMcG9uNnZTNkJSMV9ISHh4Sl8xNWFB?oc=5,0.7974,positive,0.797,6,rape or sexual assault,rape or sexual assault,isolated incident,0.2785,sentiment + crime_type + trend,news_media,2026
